Attacking,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats
320,58,70,65,65,62,11,15,12,1673,351
301,55,65,64,54,63,11,16,8,1739,365
242,63,38,46,64,31,11,11,5,1509,340
287,46,60,65,61,55,13,7,11,1644,346
297,62,61,52,62,60,9,6,7,1739,373
280,49,65,55,62,49,9,15,13,1673,361
57,14,5,13,20,5,60,63,64,919,341
293,55,63,49,62,64,10,7,15,1645,350
249,65,56,30,55,43,9,10,8,1521,341
271,60,56,53,59,43,13,15,15,1802,388
260,32,55,52,69,52,14,8,14,1764,374
282,56,52,58,66,50,11,10,10,1653,357
300,62,62,49,64,63,8,10,12,1727,362
105,18,17,22,33,15,65,65,65,1186,367
267,56,52,50,62,47,11,9,10,1700,375
255,57,43,52,68,35,13,9,14,1717,364
280,51,64,48,60,57,6,7,13,1572,334
63,14,5,11,26,7,59,63,64,920,332
224,36,27,76,57,28,9,8,14,1395,299
254,57,40,56,56,45,9,13,14,1712,368
267,30,63,64,50,60,10,11,7,1503,336
247,65,42,44,57,39,12,9,11,1628,348
281,43,70,67,48,53,11,6,15,1526,330
215,35,25,68,62,25,13,11,13,1507,328
296,49,65,66,59,57,16,15,6,1665,363
305,68,62,54,68,53,6,11,13,1822,383
289,35,70,64,59,61,14,12,9,1510,321
253,59,24,49,58,63,8,13,16,1727,352
272,58,52,47,66,49,9,11,11,1743,367
97,14,16,15,33,19,57,62,65,1161,359
304,50,65,66,59,64,14,9,6,1613,347
204,32,36,67,58,11,13,15,15,1563,320
236,45,38,66,55,32,14,7,10,1532,318
233,32,31,65,58,47,11,12,9,1448,301
250,68,40,42,63,37,7,14,8,1643,349
284,53,61,52,58,60,9,12,12,1625,350
61,11,13,11,15,11,61,61,66,1023,353
234,59,27,64,50,34,7,5,10,1554,333
236,60,35,47,57,37,8,11,11,1627,354
270,59,51,33,65,62,16,9,15,1783,358
223,40,42,58,55,28,11,6,7,1529,333
296,51,67,57,56,65,10,11,7,1661,352
257,52,49,66,54,36,13,6,12,1583,342
275,57,54,50,66,48,13,11,9,1754,367
223,41,27,65,64,26,11,6,9,1447,314
299,48,61,56,70,64,13,6,9,1796,380
171,22,15,62,55,17,16,10,6,1370,312
241,60,34,52,58,37,7,14,14,1661,357
236,63,30,52,61,30,7,10,7,1513,330
308,60,55,75,62,56,14,14,11,1645,367
235,64,32,40,66,33,11,15,15,1637,345
298,36,70,72,61,59,8,5,11,1512,327
246,58,31,62,59,36,8,6,9,1537,330
283,58,58,59,58,50,12,13,11,1528,332
266,60,55,42,57,52,6,14,16,1680,361
295,63,54,59,62,57,12,10,6,1718,367
74,17,8,12,29,8,61,63,62,1018,333
219,41,29,72,59,18,7,13,12,1365,290
305,63,57,60,66,59,13,13,7,1890,402
218,32,30,59,61,36,8,7,11,1465,313
291,45,55,66,68,57,16,10,14,1803,387
288,61,56,61,61,49,15,14,10,1747,377
263,31,66,63,51,52,13,12,10,1532,339
263,59,58,33,65,48,7,9,12,1581,342
192,34,21,72,35,30,7,7,15,1336,292
115,19,15,19,50,12,63,62,61,1229,367
256,56,53,31,65,51,9,8,9,1551,326
225,42,28,62,58,35,7,8,6,1442,313
300,66,58,58,60,58,14,9,8,1710,368
288,68,60,40,64,56,16,12,9,1744,359
73,15,8,14,26,10,66,65,66,964,347
256,53,53,32,70,48,6,9,12,1708,353
211,61,22,41,56,31,13,8,9,1555,337
278,60,62,49,61,46,13,8,14,1632,361
255,49,43,49,65,49,14,15,8,1633,351
277,62,47,59,61,48,14,11,14,1771,365
287,63,45,63,72,44,5,9,9,1751,369
252,59,52,34,60,47,14,8,12,1545,336
281,58,60,63,66,34,10,15,7,1801,393
220,57,27,56,53,27,8,9,12,1484,336
232,40,32,71,65,24,8,15,11,1421,295
211,34,26,66,56,29,13,14,11,1431,301
88,15,15,14,30,14,53,59,70,1049,349
274,50,65,38,63,58,13,8,14,1686,353
260,54,44,62,66,34,15,11,9,1707,351
300,58,59,66,59,58,15,11,10,1765,367
283,58,55,51,64,55,6,11,5,1684,360
281,55,60,54,62,50,13,8,13,1510,328
292,55,60,55,67,55,6,12,16,1737,363
237,65,31,58,60,23,13,11,15,1618,345
252,60,55,33,59,45,13,14,10,1488,322
281,61,58,46,62,54,13,13,6,1651,358
227,32,31,63,67,34,11,11,14,1494,318
225,38,32,64,60,31,9,5,12,1532,341
255,66,33,48,59,49,8,7,8,1644,352
209,40,22,65,51,31,10,16,11,1429,317
312,51,71,74,51,65,6,8,13,1448,299
271,59,62,39,58,53,14,11,13,1601,341
216,40,29,61,58,28,15,10,9,1428,303
308,47,66,74,59,62,14,6,13,1560,320
292,62,57,55,66,52,6,10,7,1800,385
240,51,35,66,57,31,7,11,6,1564,345
248,54,36,56,66,36,5,9,12,1628,357
282,69,57,42,68,46,7,7,8,1762,381
278,58,40,54,69,57,10,11,6,1775,373
303,51,70,65,54,63,15,11,6,1439,304
252,61,35,57,60,39,11,16,8,1698,359
277,45,64,66,56,46,8,14,13,1534,332
282,49,67,52,60,54,15,6,14,1688,362
295,60,62,56,61,56,14,13,11,1573,333
281,54,64,59,63,41,13,10,11,1767,366
274,59,51,54,69,41,7,10,11,1715,373
210,44,22,63,60,21,10,7,12,1452,325
292,64,56,45,64,63,12,6,6,1691,357
184,23,16,64,59,22,9,13,10,1356,290
247,60,36,48,58,45,9,15,7,1658,357
282,42,64,70,56,50,14,12,7,1533,334
262,65,50,52,63,32,9,11,6,1701,375
295,61,57,58,63,56,5,10,14,1810,393
262,53,49,60,57,43,16,16,13,1767,379
229,47,30,72,43,37,10,12,15,1582,340
251,57,38,69,65,22,18,15,15,1577,315
263,62,45,54,62,40,11,10,10,1699,370
306,43,65,84,51,63,15,6,11,1542,316
292,35,69,64,59,65,15,7,13,1469,308
244,63,38,47,56,40,9,13,8,1661,358
77,13,6,27,18,13,69,61,60,1084,352
298,55,58,57,71,57,12,8,7,1773,378
287,68,61,44,65,49,11,14,6,1677,366
282,32,66,66,58,60,14,15,7,1590,338
263,49,41,66,61,46,13,13,12,1603,347
289,62,62,48,60,57,10,8,7,1630,357
300,66,65,63,66,40,12,13,14,1510,331
236,62,38,53,60,23,13,8,7,1553,343
106,18,15,19,39,15,57,59,69,1157,363
276,51,51,62,66,46,8,14,9,1764,375
242,47,48,45,62,40,11,13,13,1700,369
282,63,52,46,70,51,8,11,10,1721,369
271,52,64,54,58,43,9,11,15,1616,354
71,15,9,14,25,8,63,66,62,1029,345
245,60,35,49,65,36,14,11,12,1643,360
271,70,48,53,59,41,11,10,14,1649,357
292,43,71,68,58,52,7,7,9,1500,312
263,39,51,61,68,44,10,7,11,1665,354
260,63,47,41,64,45,10,10,5,1621,342
241,29,40,66,51,55,7,12,11,1407,297
251,53,46,45,66,41,10,10,6,1642,362
295,47,64,64,63,57,7,5,11,1669,356
246,58,52,33,56,47,14,7,7,1557,342
292,51,62,59,63,57,12,6,8,1595,341
280,65,49,56,63,47,15,10,8,1732,365
193,29,28,65,53,18,13,6,7,1343,294
278,55,63,55,56,49,9,12,10,1612,348
244,62,36,58,62,26,6,13,14,1626,357
230,58,35,51,58,28,11,14,9,1645,360
286,60,59,50,64,53,16,16,16,1793,371
308,64,61,62,67,54,15,10,10,1818,380
306,62,62,66,62,54,8,10,10,1779,387
257,52,52,42,66,45,7,7,13,1762,379
271,56,59,41,69,46,15,13,6,1769,369
211,28,30,62,63,28,8,11,16,1557,344
309,48,62,71,66,62,6,16,10,1725,360
288,60,56,58,65,49,13,12,12,1695,348
257,62,45,52,64,34,5,10,11,1679,361
301,58,64,56,60,63,7,11,5,1609,349
283,58,55,61,64,45,11,9,16,1724,363
287,58,60,49,65,55,8,8,7,1731,371
190,24,37,65,44,20,14,12,13,1370,303
228,45,31,65,64,23,5,8,5,1481,314
91,12,18,16,30,15,64,63,67,1119,367
269,63,55,37,61,53,11,13,10,1639,347
209,40,34,44,60,31,12,11,15,1514,326
260,60,53,44,59,44,9,14,13,1687,371
241,63,35,51,61,31,9,8,13,1655,353
221,45,37,47,65,27,6,11,5,1594,352
71,11,12,24,11,13,65,61,69,1050,346
205,27,33,63,59,23,11,6,13,1393,303
303,60,65,62,56,60,9,10,7,1733,371
280,66,58,42,61,53,9,9,7,1716,372
95,16,17,17,27,18,66,62,66,1122,367
281,51,65,47,60,58,13,5,14,1625,355
271,62,56,45,60,48,7,16,13,1520,327
67,11,8,11,29,8,64,66,66,933,350
243,47,36,64,63,33,7,6,7,1530,338
291,56,60,61,58,56,12,14,13,1730,375
268,66,42,57,62,41,8,11,9,1678,362
244,58,26,71,54,35,5,8,13,1559,340
273,56,38,65,64,50,13,12,15,1603,320
262,66,45,52,60,39,7,10,15,1722,358
308,59,67,52,64,66,13,9,10,1684,348
253,53,40,56,66,38,10,8,12,1621,349
249,62,38,57,57,35,9,7,10,1595,346
208,51,20,62,55,20,5,8,6,1427,321
57,8,6,11,23,9,51,64,64,936,339
259,27,65,67,49,51,11,8,6,1461,321
279,60,64,48,61,46,14,15,10,1644,356
52,10,6,13,18,5,59,63,66,935,344
250,48,38,58,66,40,5,12,13,1666,356
63,12,8,10,28,5,62,60,69,961,343
250,59,39,63,61,28,9,5,13,1666,374
86,14,18,16,21,17,73,56,67,1055,360
296,46,72,67,55,56,14,11,14,1540,326
303,65,61,54,66,57,14,8,9,1733,358
267,64,51,36,64,52,10,8,8,1735,373
236,52,26,66,63,29,13,13,11,1610,343
273,60,56,45,60,52,14,8,13,1658,351
300,59,64,58,64,55,15,13,12,1683,359
273,63,61,39,55,55,12,10,7,1572,334
293,62,60,57,59,55,14,14,15,1783,385
252,65,37,54,57,39,11,10,9,1546,331
278,59,61,50,60,48,9,14,14,1750,369
293,64,60,53,65,51,12,13,6,1815,382
280,42,67,56,44,71,18,14,7,1610,337
233,62,32,55,55,29,10,13,10,1597,349
254,54,56,43,66,35,10,6,14,1673,364
291,55,57,55,67,57,16,14,13,1786,368
266,32,71,58,49,56,7,10,9,1525,331
275,64,62,39,65,45,8,14,9,1581,337
283,53,63,52,59,56,10,10,9,1625,351
253,67,37,48,68,33,7,15,11,1589,348
264,62,44,40,64,54,14,16,9,1681,351
254,70,35,63,59,27,9,13,13,1541,314
244,55,55,30,57,47,7,10,8,1516,331
242,60,36,56,61,29,11,7,14,1608,351
292,62,58,55,66,51,15,11,16,1836,393
89,17,15,19,26,12,57,61,65,1078,358
278,35,49,65,69,60,15,15,10,1619,347
211,26,26,65,62,32,11,11,10,1451,316
284,61,57,47,67,52,13,14,10,1725,366
194,27,21,62,55,29,6,14,12,1385,302
234,54,23,66,59,32,7,8,9,1493,325
273,57,58,43,61,54,13,9,16,1655,349
214,44,27,60,58,25,9,7,8,1501,332
249,60,35,54,56,44,9,10,9,1696,358
272,56,47,55,68,46,13,8,9,1757,374
234,61,33,52,58,30,9,11,10,1668,357
203,34,25,64,45,35,7,14,6,1403,303
281,56,43,62,63,57,14,15,8,1748,358
232,59,31,52,59,31,11,14,6,1603,339
250,44,38,62,65,41,7,13,11,1521,321
205,42,24,58,53,28,13,10,9,1353,283
255,57,62,40,59,37,11,14,6,1726,381
275,61,55,44,70,45,13,6,13,1721,370
209,34,28,64,58,25,8,10,13,1425,316
268,49,54,51,67,47,9,11,14,1805,377
279,64,65,43,67,40,15,8,11,1715,350
287,44,66,67,55,55,11,13,8,1576,338
299,55,58,55,70,61,14,6,10,1733,371
298,61,62,52,69,54,9,9,13,1715,365
55,12,7,12,19,5,62,60,66,913,344
257,47,59,46,67,38,16,9,13,1705,364
242,57,35,57,54,39,15,15,16,1619,345
274,63,56,43,63,49,10,10,13,1596,345
201,31,25,62,59,24,14,7,7,1413,317
226,61,29,53,58,25,11,6,8,1653,353
304,59,58,64,69,54,5,9,11,1777,383
228,41,21,72,65,29,10,9,11,1426,309
307,63,68,53,64,59,15,5,14,1661,348
58,12,7,10,20,9,60,63,68,985,345
294,63,56,48,66,61,8,13,6,1750,364
272,29,68,67,54,54,13,10,9,1482,319
271,34,63,68,52,54,13,13,14,1545,338
91,20,13,18,24,16,63,62,63,1122,355
249,46,48,49,64,42,6,10,15,1656,359
88,14,11,24,23,16,63,62,68,1112,361
269,56,42,57,61,53,9,13,10,1717,359
286,65,58,44,60,59,13,8,9,1573,331
219,42,26,67,53,31,10,14,8,1472,322
307,64,55,62,63,63,13,12,9,1801,370
273,62,59,54,65,33,7,16,6,1740,369
58,12,9,14,17,6,60,62,73,874,343
186,22,18,62,59,25,12,7,7,1393,292
214,36,32,63,53,30,11,9,14,1519,334
306,59,61,61,64,61,12,9,15,1636,343
295,52,66,56,55,66,6,15,14,1570,339
251,54,40,58,64,35,10,8,7,1667,356
300,57,74,57,49,63,16,18,18,1647,333
208,41,21,55,68,23,7,8,8,1510,335
283,41,64,65,55,58,14,6,16,1637,356
210,31,29,69,57,24,8,6,11,1406,317
309,66,66,63,58,56,8,9,6,1712,363
300,54,58,60,68,60,13,7,12,1727,361
275,38,71,72,47,47,12,15,15,1558,339
275,38,66,56,57,58,7,7,12,1599,346
214,48,19,68,58,21,14,16,9,1492,326
232,61,28,58,59,26,13,9,10,1551,331
293,47,65,58,65,58,7,14,5,1629,356
261,53,46,55,66,41,7,14,10,1659,357
271,32,66,64,55,54,13,6,6,1462,322
206,32,26,65,59,24,6,10,11,1396,304
210,65,28,41,52,24,12,10,11,1475,317
277,56,48,62,66,45,14,11,9,1710,369
186,22,25,60,59,20,6,7,6,1386,312
213,28,32,68,61,24,6,10,11,1367,303
283,47,71,65,45,55,8,10,9,1545,327
280,60,62,48,57,53,13,12,9,1818,389
262,45,39,70,65,43,12,8,14,1654,353
258,60,41,62,62,33,9,15,10,1651,359
250,50,32,64,62,42,7,8,6,1672,362
264,55,47,45,69,48,10,10,7,1733,369
186,30,38,66,35,17,12,11,10,1388,290
309,66,66,53,64,60,9,7,9,1750,373
253,65,41,50,57,40,12,9,11,1623,349
223,60,21,58,59,25,13,7,12,1496,330
279,60,61,43,61,54,12,13,7,1605,342
256,62,53,41,58,42,9,13,10,1553,348
76,11,15,12,24,14,60,63,64,1117,364
210,45,25,61,45,34,11,12,8,1442,310
105,15,12,20,45,13,63,62,65,1270,365
295,58,65,60,57,55,7,8,14,1691,369
300,66,60,43,68,63,8,7,15,1708,363
283,59,64,54,59,47,5,13,10,1671,368
299,61,59,50,67,62,14,6,11,1775,367
230,60,29,45,58,38,13,11,13,1669,357
290,59,60,61,58,52,16,7,15,1631,370
256,44,36,60,76,40,15,15,12,1610,342
91,15,12,19,33,12,64,64,66,1107,377
267,64,65,34,49,55,8,9,9,1526,343
60,12,7,13,22,6,60,64,66,992,345
289,41,68,64,57,59,13,14,9,1553,335
285,65,55,47,62,56,9,7,8,1622,345
303,67,54,69,64,49,16,11,10,1754,350
253,47,55,63,61,27,10,13,16,1582,333
312,63,63,63,62,61,8,13,7,1864,399
212,33,28,65,59,27,6,13,8,1502,339
296,43,60,71,62,60,8,15,14,1572,316
226,44,34,66,60,22,12,15,8,1336,286
230,58,26,67,61,18,11,15,7,1563,348
247,59,51,47,57,33,9,9,14,1675,366
245,46,37,58,66,38,9,8,12,1580,340
257,54,45,47,66,45,14,14,7,1557,332
69,8,13,14,26,8,60,66,63,1098,348
298,44,59,72,57,66,14,15,6,1698,357
290,60,67,49,61,53,5,13,10,1615,365
281,58,58,50,61,54,9,12,8,1736,377
200,30,22,63,65,20,6,15,11,1395,320
228,57,31,50,59,31,12,6,14,1590,345
219,33,34,66,57,29,14,12,8,1484,321
301,57,66,61,53,64,14,11,16,1731,364
271,56,62,57,60,36,11,8,9,1592,344
240,53,27,65,63,32,7,15,10,1626,352
267,59,49,55,70,34,13,14,15,1713,360
299,63,58,58,66,54,12,11,5,1672,369
300,63,63,52,65,57,14,6,10,1790,385
260,51,46,59,64,40,13,12,14,1703,354
246,58,40,63,58,27,11,9,5,1527,344
299,61,60,57,64,57,10,9,5,1763,400
270,58,56,49,56,51,9,9,12,1630,359
273,39,65,67,53,49,10,15,10,1580,339
69,7,9,13,35,5,61,67,63,1038,337
256,34,67,58,51,46,10,13,11,1481,323
80,14,15,12,22,17,59,63,70,977,349
235,37,45,70,52,31,10,7,13,1528,343
250,55,58,37,60,40,10,7,16,1538,339
328,65,65,66,66,66,8,12,9,1694,358
261,54,57,37,63,50,16,16,11,1662,336
300,54,70,56,60,60,16,14,15,1617,335
223,38,30,60,62,33,9,11,14,1515,323
230,62,22,63,60,23,14,6,13,1445,319
231,58,31,55,60,27,9,10,13,1527,338
234,56,32,62,59,25,6,10,12,1558,327
70,12,10,13,26,9,62,65,65,1000,349
285,58,66,52,54,55,7,14,11,1589,340
254,63,59,21,69,42,10,13,7,1498,317
263,42,53,57,65,46,11,7,8,1711,364
266,58,63,44,51,50,8,14,11,1544,341
250,62,35,60,61,32,14,6,11,1718,368
67,11,9,13,26,8,57,61,66,951,348
245,57,38,58,59,33,11,11,11,1599,347
256,44,43,65,64,40,11,9,9,1590,347
252,58,36,56,63,39,6,12,7,1646,354
258,52,45,52,63,46,6,7,13,1707,369
273,54,52,56,70,41,9,7,12,1677,354
267,57,40,62,61,47,9,8,9,1760,371
268,41,67,62,52,46,15,15,7,1539,336
215,33,23,74,54,31,12,10,5,1361,307
195,38,21,61,60,15,13,12,7,1419,312
302,62,61,62,62,55,6,13,5,1549,336
281,49,65,54,59,54,14,11,13,1586,347
285,49,65,58,56,57,15,13,12,1623,350
303,65,64,51,62,61,6,12,13,1702,368
289,63,57,52,64,53,9,10,11,1719,370
299,62,65,48,62,62,12,15,6,1627,349
235,45,31,70,57,32,11,7,6,1422,317
283,65,56,45,64,53,13,14,11,1701,356
280,57,61,43,66,53,13,5,5,1730,371
215,38,28,65,58,26,10,14,6,1466,318
282,51,57,55,66,53,13,11,12,1725,362
222,42,27,60,61,32,5,9,10,1539,336
261,58,54,41,60,48,14,6,12,1607,349
263,54,52,50,58,49,7,11,6,1648,366
285,40,65,63,59,58,13,7,15,1572,339
269,54,42,60,62,51,6,16,7,1665,352
266,61,50,35,72,48,14,11,9,1650,350
294,61,63,49,62,59,14,13,6,1533,325
258,38,69,54,58,39,10,12,13,1493,318
262,40,52,65,64,41,9,8,10,1689,364
254,56,34,65,62,37,15,8,13,1615,351
279,30,64,66,62,57,8,8,7,1489,323
276,60,58,55,59,44,13,7,7,1547,336
279,34,59,53,61,72,17,18,14,1672,347
268,59,44,44,74,47,15,6,14,1644,346
212,56,32,45,54,25,9,9,7,1598,351
282,63,58,54,56,51,8,9,8,1728,375
71,17,8,11,27,8,61,62,66,982,344
217,38,25,62,58,34,14,11,7,1488,318
291,48,63,58,69,53,6,12,13,1782,365
265,63,53,28,62,59,11,8,6,1557,322
245,56,39,61,54,35,6,10,7,1568,349
261,59,56,27,54,65,10,15,6,1525,325
205,34,24,55,63,29,14,7,7,1438,315
308,63,61,63,62,59,11,14,14,1631,347
291,64,57,54,68,48,14,12,6,1749,384
271,57,60,42,60,52,6,5,14,1564,338
274,68,57,38,62,49,11,11,16,1757,378
279,58,45,60,60,56,6,14,14,1720,347
289,54,58,65,65,47,11,15,11,1813,386
225,39,34,60,60,32,12,11,5,1481,320
273,34,66,65,59,49,15,14,14,1551,334
282,58,52,58,66,48,12,8,14,1784,376
282,56,65,43,65,53,13,13,10,1754,370
291,44,58,72,58,59,9,10,15,1612,332
244,34,68,44,49,49,15,8,14,1575,346
266,36,63,63,55,49,12,14,12,1600,349
255,44,57,61,62,31,7,13,8,1714,361
194,23,49,62,35,25,7,8,10,1382,304
254,47,55,45,58,49,12,12,13,1694,362
258,65,46,52,59,36,12,9,11,1635,351
244,62,41,51,54,36,6,12,14,1592,347
299,42,71,69,62,55,12,6,10,1575,337
246,38,43,67,62,36,6,15,6,1511,315
284,64,57,47,67,49,13,10,11,1783,377
232,64,38,52,51,27,9,15,8,1612,345
264,47,45,52,68,52,10,13,10,1733,365
251,55,57,38,53,48,15,13,13,1610,352
231,60,36,41,58,36,6,15,12,1690,362
236,43,33,62,58,40,8,9,9,1592,341
249,52,39,47,70,41,6,14,13,1711,364
54,14,5,12,18,5,57,64,63,1012,344
263,42,52,57,66,46,12,7,12,1702,366
215,49,25,61,49,31,7,11,13,1469,318
284,41,64,63,60,56,9,12,14,1551,341
286,58,50,58,67,53,13,9,14,1769,371
280,32,68,67,57,56,12,10,6,1492,327
284,47,62,55,56,64,8,8,10,1599,354
304,67,60,47,65,65,9,11,7,1654,335
248,58,49,42,60,39,14,12,5,1660,363
281,59,54,60,66,42,13,8,9,1729,372
277,43,58,58,63,55,7,11,9,1655,352
232,48,34,58,56,36,11,7,10,1584,346
255,60,50,41,58,46,16,6,9,1676,376
235,55,33,56,56,35,6,13,8,1586,347
284,62,49,59,58,56,7,7,13,1812,391
225,36,32,71,56,30,8,10,10,1492,313
263,62,60,40,60,41,10,12,15,1564,343
232,54,31,52,61,34,12,9,10,1697,373
260,60,50,45,67,38,9,6,6,1568,340
273,51,61,48,69,44,9,11,14,1691,364
205,37,19,64,58,27,10,13,6,1432,311
294,50,70,61,65,48,12,10,5,1693,357
57,14,9,10,17,7,62,65,64,1004,348
196,32,25,65,55,19,6,10,10,1342,276
259,48,38,67,62,44,9,10,16,1629,356
265,60,47,51,60,47,11,6,14,1674,359
284,66,62,36,62,58,8,14,6,1759,363
249,63,51,41,57,37,7,10,8,1737,382
246,61,49,53,61,22,8,12,13,1649,364
253,68,43,51,61,30,12,13,10,1578,340
245,52,40,53,66,34,6,14,11,1634,363
262,52,44,59,66,41,16,6,15,1723,359
216,41,35,41,65,34,8,12,7,1600,350
285,47,67,51,60,60,7,8,8,1586,342
299,63,58,56,67,55,14,16,14,1785,372
264,49,41,59,74,41,14,15,13,1705,362
261,63,59,43,55,41,8,9,9,1671,361
297,59,49,66,64,59,13,12,9,1829,382
195,31,29,60,48,27,7,11,5,1417,312
68,12,9,15,22,10,68,65,66,957,352
275,57,48,50,63,57,12,15,12,1808,374
248,63,32,69,63,21,9,13,9,1532,338
293,55,59,70,62,47,14,15,12,1718,378
267,57,39,60,73,38,10,7,14,1642,349
286,58,70,48,55,55,6,11,15,1557,341
290,61,55,61,64,49,12,6,10,1777,379
249,61,36,56,63,33,9,12,9,1672,361
210,35,23,67,51,34,8,13,11,1353,292
210,35,31,49,64,31,13,6,10,1530,323
234,54,40,41,57,42,13,15,9,1662,357
264,61,53,45,60,45,12,12,12,1722,369
274,60,53,54,66,41,9,11,13,1794,384
257,65,59,31,59,43,15,16,15,1753,375
300,40,64,71,66,59,13,6,12,1639,333
244,56,48,31,62,47,8,10,6,1522,326
196,28,21,67,54,26,12,14,12,1397,311
225,46,27,56,66,30,12,16,14,1571,327
234,40,29,68,60,37,5,13,10,1442,312
249,59,42,54,56,38,11,8,14,1642,363
279,55,47,49,74,54,11,7,13,1623,347
275,63,50,48,64,50,14,13,14,1723,363
269,65,59,33,63,49,7,11,8,1595,350
249,50,28,71,63,37,11,12,5,1455,312
244,50,45,46,65,38,12,12,12,1702,358
243,59,43,52,61,28,7,6,8,1659,361
291,62,62,51,65,51,12,12,13,1698,365
252,40,51,55,68,38,11,10,12,1788,383
224,62,34,44,59,25,9,6,12,1525,344
254,47,62,40,47,58,10,14,11,1584,341
54,7,5,12,21,9,59,64,67,902,354
264,63,59,28,56,58,8,14,8,1590,340
192,24,22,57,62,27,9,15,14,1517,330
58,11,6,13,23,5,60,66,63,923,347
252,65,51,43,60,33,14,12,8,1569,345
270,60,54,45,58,53,6,12,15,1641,350
269,56,55,42,67,49,7,6,13,1720,365
286,38,69,60,62,57,12,12,11,1549,332
194,31,18,63,54,28,12,8,6,1363,295
286,62,58,55,62,49,12,13,12,1592,347
311,67,54,45,67,78,14,13,9,1791,372
230,36,28,67,65,34,11,12,7,1499,325
218,36,38,51,61,32,17,12,13,1574,347
257,52,54,51,64,36,7,9,7,1671,371
311,44,66,73,57,71,16,11,11,1376,303
244,42,55,38,71,38,11,12,11,1711,382
221,34,29,69,57,32,10,11,11,1390,312
114,12,19,17,46,20,67,66,65,1145,370
273,57,58,49,55,54,11,6,7,1677,370
241,60,38,60,66,17,9,6,13,1627,342
257,68,39,49,58,43,14,6,15,1655,355
207,36,27,62,58,24,12,8,8,1424,320
235,62,28,56,63,26,10,8,11,1600,331
233,53,36,45,71,28,9,7,7,1625,351
225,31,33,65,62,34,12,10,8,1492,321
256,59,33,62,62,40,6,14,14,1632,358
58,12,9,10,22,5,66,61,65,1010,359
213,60,23,42,63,25,12,9,8,1629,352
272,55,57,48,60,52,8,8,14,1708,369
97,12,14,15,41,15,64,63,66,1094,362
84,13,14,21,23,13,60,61,66,1048,357
306,65,69,65,58,49,6,8,11,1564,335
213,39,17,71,58,28,11,8,7,1381,304
89,16,13,14,31,15,58,60,65,1091,352
268,47,63,55,60,43,10,7,8,1588,350
186,22,18,66,49,31,6,6,8,1316,276
242,32,57,66,58,29,7,11,7,1587,348
281,39,65,67,54,56,15,10,12,1596,331
236,43,37,58,64,34,10,10,13,1710,353
253,34,62,67,48,42,9,15,9,1519,319
269,25,66,65,60,53,8,9,13,1424,307
256,40,60,49,59,48,10,6,6,1692,363
278,37,71,58,53,59,11,10,14,1553,332
226,46,44,36,64,36,10,6,12,1569,329
282,60,58,41,67,56,10,9,12,1545,320
284,47,67,56,59,55,10,10,13,1612,349
81,12,14,14,27,14,55,62,66,1144,347
246,61,44,58,60,23,10,7,13,1554,343
248,54,29,61,60,44,8,13,9,1686,349
250,54,58,39,52,47,14,15,6,1481,332
285,65,57,51,56,56,13,15,16,1829,390
214,58,28,43,56,29,8,7,6,1462,334
250,56,62,31,64,37,7,11,13,1568,338
224,57,17,64,59,27,12,11,10,1516,326
199,25,19,70,62,23,15,10,7,1360,289
283,50,52,66,66,49,10,10,9,1720,365
246,36,52,60,62,36,12,14,15,1657,363
275,58,54,53,70,40,6,15,9,1766,381
293,34,65,68,69,57,12,14,9,1551,331
264,64,62,34,58,46,8,11,11,1544,339
227,68,28,40,61,30,11,13,11,1629,349
258,59,42,57,58,42,13,15,12,1663,358
269,58,51,49,69,42,11,8,12,1757,368
309,57,60,65,62,65,13,6,14,1638,349
237,46,29,69,61,32,11,8,12,1539,332
60,11,11,10,20,8,65,58,66,987,355
245,55,58,27,60,45,7,8,11,1474,337
246,52,62,23,58,51,8,12,7,1520,335
227,60,25,54,61,27,5,11,7,1539,343
193,25,16,67,64,21,7,6,9,1271,271
203,28,23,65,64,23,9,7,9,1368,301
84,15,17,14,27,11,60,63,66,1181,371
281,46,61,64,59,51,8,9,12,1623,342
259,62,60,34,58,45,13,15,15,1641,348
277,63,57,32,65,60,8,11,10,1604,338
223,52,21,61,62,27,10,13,8,1440,315
260,52,50,38,68,52,14,14,7,1730,364
286,59,56,55,61,55,7,5,7,1733,375
63,11,7,14,22,9,58,64,64,966,343
295,62,60,54,64,55,10,14,14,1739,370
281,48,56,64,62,51,13,13,8,1754,365
280,45,53,65,62,55,14,8,12,1733,369
260,43,57,55,66,39,13,10,10,1745,378
286,37,67,64,55,63,5,10,14,1539,320
225,57,45,41,57,25,6,11,8,1624,358
297,55,54,63,68,57,8,14,15,1742,374
238,49,29,70,59,31,15,9,7,1447,330
196,50,22,36,67,21,13,11,10,1527,334
227,56,29,61,57,24,10,8,6,1628,355
283,53,64,65,44,57,13,6,14,1602,331
218,25,35,59,57,42,6,13,6,1503,334
90,13,17,17,24,19,62,62,62,1092,363
285,45,63,65,54,58,11,15,10,1631,356
89,13,12,18,27,19,62,66,62,1144,359
261,54,59,50,56,42,13,14,5,1583,356
227,42,38,63,55,29,9,7,5,1423,320
243,42,31,64,71,35,7,14,8,1498,317
274,49,58,58,57,52,8,15,6,1627,356
232,57,31,54,60,30,7,14,7,1603,349
